entity_id;state;last_updated
device_tracker.sm_g960f;GYM Status;2023-01-16 18:27:32.190656
sensor.sm_g960f_battery_level;22;2023-01-16 18:44:45.287387
sensor.sm_g960f_battery_temperature;19.7;2023-01-16 18:44:45.399816
sensor.sm_g960f_battery_power;0.0;2023-01-16 18:44:45.491507
sensor.sm_g960f_geocoded_location;Unknown;2023-01-16 18:44:46.513368
device_tracker.sm_g960f;GYM Status;2023-01-16 18:44:53.418769
device_tracker.sm_g960f;GYM Status;2023-01-16 18:45:02.257287
device_tracker.sm_g960f;GYM Status;2023-01-16 18:45:08.917473
device_tracker.sm_g960f;GYM Status;2023-01-16 18:45:22.313545
device_tracker.sm_g960f;GYM Status;2023-01-16 18:45:28.532875
device_tracker.sm_g960f;GYM Status;2023-01-16 18:46:31.599327
device_tracker.sm_g960f;GYM Status;2023-01-16 18:47:41.780319
device_tracker.sm_g960f;GYM Status;2023-01-16 18:48:41.341912
device_tracker.sm_g960f;GYM Status;2023-01-16 18:49:46.535512
device_tracker.sm_g960f;GYM Status;2023-01-16 18:50:44.856748
device_tracker.sm_g960f;GYM Status;2023-01-16 18:51:44.840607
device_tracker.sm_g960f;GYM Status;2023-01-16 18:52:44.861367
device_tracker.sm_g960f;GYM Status;2023-01-16 18:54:51.804310
device_tracker.sm_g960f;GYM Status;2023-01-16 18:55:51.610338
device_tracker.sm_g960f;GYM Status;2023-01-16 18:56:51.688508
device_tracker.sm_g960f;GYM Status;2023-01-16 18:57:51.699701
device_tracker.sm_g960f;GYM Status;2023-01-16 18:58:52.881972
sensor.sm_g960f_battery_level;19;2023-01-16 18:59:47.382274
sensor.sm_g960f_battery_temperature;22.1;2023-01-16 18:59:47.383355
sensor.sm_g960f_battery_power;0.0;2023-01-16 18:59:47.384227
device_tracker.sm_g960f;GYM Status;2023-01-16 18:59:49.826556
device_tracker.sm_g960f;GYM Status;2023-01-16 18:59:59.178048
device_tracker.sm_g960f;GYM Status;2023-01-16 19:00:09.546911
device_tracker.sm_g960f;GYM Status;2023-01-16 19:00:19.687399
device_tracker.sm_g960f;GYM Status;2023-01-16 19:00:29.738347
device_tracker.sm_g960f;GYM Status;2023-01-16 19:02:33.967937
device_tracker.sm_g960f;GYM Status;2023-01-16 19:03:52.980229
device_tracker.sm_g960f;GYM Status;2023-01-16 19:04:51.371018
device_tracker.sm_g960f;GYM Status;2023-01-16 19:05:52.675175
device_tracker.sm_g960f;GYM Status;2023-01-16 19:06:18.880653
device_tracker.sm_g960f;GYM Status;2023-01-16 19:11:19.327521
device_tracker.sm_g960f;GYM Status;2023-01-16 19:13:18.018002
device_tracker.sm_g960f;GYM Status;2023-01-16 19:14:54.568978
sensor.sm_g960f_battery_level;15;2023-01-16 19:15:03.977454
sensor.sm_g960f_battery_temperature;21.3;2023-01-16 19:15:03.978524
sensor.sm_g960f_battery_power;0.0;2023-01-16 19:15:03.979403
sensor.sm_g960f_geocoded_location;Centro Comercial Barreiro, Av. Narciso Ferreira Lj. 11, 4760-105 Vila Nova de Famalicão, Portugal;2023-01-16 19:15:03.980186
