entity_id,state,last_updated
sensor.cph2197_app_memory,0.012,2023-01-27 06:06:38.286230
sensor.cph2197_app_memory,0.014,2023-01-27 06:08:05.561209
sensor.cph2197_total_rx_gb,1.801,2023-01-27 06:08:05.569580
sensor.cph2197_app_memory,0.016,2023-01-27 06:09:05.392961
sensor.cph2197_battery_power,0.0,2023-01-27 06:09:05.395117
sensor.cph2197_app_memory,0.018,2023-01-27 06:09:45.841991
sensor.cph2197_battery_power,0.0,2023-01-27 06:09:45.844148
sensor.cph2197_last_update_trigger,SensorWorker,2023-01-27 06:09:45.847684
device_tracker.cph2197,home,2023-01-27 06:11:37.946055
sensor.cph2197_app_memory,0.014,2023-01-27 06:11:38.353360
sensor.cph2197_last_update_trigger,android.intent.action.TIME_TICK,2023-01-27 06:11:38.360160
sensor.cph2197_app_memory,0.016,2023-01-27 06:13:56.898359
sensor.cph2197_battery_power,0.0,2023-01-27 06:13:56.900506
sensor.cph2197_app_memory,0.018,2023-01-27 06:17:02.916125
sensor.cph2197_battery_temperature,17.8,2023-01-27 06:17:02.918262
sensor.cph2197_battery_power,0.0,2023-01-27 06:17:02.920240
sensor.cph2197_app_memory,0.01,2023-01-27 06:18:40.841044
sensor.cph2197_battery_power,0.0,2023-01-27 06:18:40.843308
sensor.cph2197_total_tx_gb,0.04,2023-01-27 06:18:40.850216
sensor.cph2197_app_memory,0.012,2023-01-27 06:20:14.846421
sensor.cph2197_battery_power,0.0,2023-01-27 06:20:14.848505
sensor.cph2197_total_rx_gb,1.802,2023-01-27 06:20:14.854921
sensor.cph2197_app_rx_gb,0.0035,2023-01-27 06:20:33.447707
sensor.cph2197_app_memory,0.014,2023-01-27 06:20:33.449771
sensor.cph2197_screen_brightness,7,2023-01-27 06:20:33.455219
binary_sensor.cph2197_interactive,on,2023-01-27 06:20:33.457106
sensor.cph2197_app_memory,0.016,2023-01-27 06:20:34.366110
sensor.cph2197_last_update_trigger,android.intent.action.SCREEN_ON,2023-01-27 06:20:34.371327
sensor.cph2197_light_sensor,1,2023-01-27 06:20:34.373223
sensor.cph2197_app_memory,0.018,2023-01-27 06:20:39.267753
sensor.cph2197_battery_level,100,2023-01-27 06:20:39.269851
sensor.cph2197_battery_state,not_charging,2023-01-27 06:20:39.271677
binary_sensor.cph2197_is_charging,off,2023-01-27 06:20:39.275392
sensor.cph2197_charger_type,none,2023-01-27 06:20:39.277092
sensor.cph2197_battery_temperature,17.9,2023-01-27 06:20:39.280722
sensor.cph2197_do_not_disturb_sensor,off,2023-01-27 06:20:39.284229
sensor.cph2197_last_update_trigger,android.app.action.INTERRUPTION_FILTER_CHANGED,2023-01-27 06:20:39.285926
sensor.cph2197_active_notification_count,6,2023-01-27 06:20:39.289223
sensor.cph2197_app_memory,0.019,2023-01-27 06:20:39.685072
sensor.cph2197_volume_level_system,1,2023-01-27 06:20:39.687248
device_tracker.cph2197,home,2023-01-27 06:20:43.785283
sensor.cph2197_app_memory,0.018,2023-01-27 06:20:44.886577
sensor.cph2197_battery_temperature,18.0,2023-01-27 06:20:44.888683
sensor.cph2197_active_notification_count,5,2023-01-27 06:20:44.893967
sensor.cph2197_app_memory,0.01,2023-01-27 06:20:48.817242
sensor.cph2197_screen_brightness,1,2023-01-27 06:20:48.822332
sensor.cph2197_last_update_trigger,android.intent.action.SCREEN_OFF,2023-01-27 06:20:48.824155
binary_sensor.cph2197_interactive,off,2023-01-27 06:20:48.825986
sensor.cph2197_app_memory,0.012,2023-01-27 06:21:44.418728
sensor.cph2197_battery_temperature,18.5,2023-01-27 06:21:44.420842
sensor.cph2197_battery_power,0.0,2023-01-27 06:21:44.422866
sensor.cph2197_last_update_trigger,android.os.action.DEVICE_IDLE_MODE_CHANGED,2023-01-27 06:21:44.427720
sensor.cph2197_light_sensor,0,2023-01-27 06:21:44.429524
binary_sensor.cph2197_doze_mode,on,2023-01-27 06:21:44.431365
sensor.cph2197_battery_power,0.0,2023-01-27 06:21:44.462826
sensor.cph2197_app_memory,0.015,2023-01-27 06:21:50.818673
sensor.cph2197_battery_power,0.0,2023-01-27 06:21:50.820840
sensor.cph2197_last_update_trigger,android.intent.action.TIME_TICK,2023-01-27 06:21:50.825304
binary_sensor.cph2197_interactive,on,2023-01-27 06:21:50.827233
